Lien,,Auteur ,Titre bref,Lieu/Imprimeur,Date,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=614&tbl=gln_edit&no=1893,615,U. Rhegius,Doctrine nouvelle et ancienne. Nouvellement reveuë,"[Ge], [J. Crespin].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=615&tbl=gln_edit&no=1937,616,[U. Rhegius],Dottrina nuova et vecchia. Nuovamente riveduta,"[Ge], J. B. Pinereul.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=616&tbl=gln_edit&no=2094,617,[U. Rhegius],Medecine de l'ame.,"Ge, J. Berthet.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=617&tbl=gln_edit&no=4157,618,U. Rhegius & al.,Solide doctrine et vraye consolation contre le desespoir. Avec une exhortatoire declaration par François Guilletat.,"[Ge], [P. Hamelin].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=618&tbl=gln_edit&no=5851,619,N. Ridley,"Confirmation de la vraye foy que doyvent tenir tous chrestiens, de la saincte cene du Seigneur Jesus Christ","[Ge], C. Badius.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=619&tbl=gln_edit&no=1596,620,N. Ridley,De cœna dominica.,"Ge, J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=620&tbl=gln_edit&no=2098,621,J. Rivius,Consolations pour les malades et exhortations chrestiennes pour les preparer à la mort,"[Ge], s.n..",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=621&tbl=gln_edit&no=5933,622,J. Rivius,Grammaticæ libri VIII.,"[Ge], S. Du Bosc & Guillaume Guéroult",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=622&tbl=gln_edit&no=2099,623,J. Rivius,Trois livres du conseil admirable que Dieu a monstré en cachant le secret de la redemption du genre humain,"[Ge], É. Anastaise.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=623&tbl=gln_edit&no=2100,624,J. Rivius,Trois livres du conseil admirable que Dieu a monstré en cachant le secret de la redemption du genre humain,"[Ge], M. Blanchier.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=624&tbl=gln_edit&no=6923,625,H. Schottenius,"Vita honesta, sive virtutis","Ly, L. Cloquemin & Étienne Michel",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=625&tbl=gln_edit&no=171,626,[H. Scrimger],"Exemplum memorabile desperationis in Francisco Spera, cum præfatione J. Calvini","Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=626&tbl=gln_edit&no=176,627,[H. Scrimger],Un exemple notable d'un homme desesperé pour avoir renoncé la verité de l'Evangile. Avec la preface de Jean Calvin,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=627&tbl=gln_edit&no=2044,628,J. Sleidanus,"Commentarii o vero historie, tradotte in lingua toscana","[Ge], [F. Jaquy, Antoine Davodeau & Jacques Bourgeois] ",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=628&tbl=gln_edit&no=1814,629,[J. Sleidanus],D'un nouveau chef qui au temps des empereurs s'esleva a Rome,"Ge, A. Rivery & Jean Rivery",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=629&tbl=gln_edit&no=4426,630,[J. Sleidanus],D'un nouveau chef qui au temps des empereurs s'esleva a Rome,"[Ge], [A. Rivery & Jean Rivery] ",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=630&tbl=gln_edit&no=2101,631,J. Sleidanus,"De quatuor summis imperiis, libri tres","[Ge], N. Barbier & Thomas Courteau",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=631&tbl=gln_edit&no=2124,632,J. Sleidanus,"De quatuor summis imperiis, libri tres","[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=632&tbl=gln_edit&no=2125,633,J. Sleidanus,"De quatuor summis imperiis, libri tres.","[Ge], N. Barbier & Thomas Courteau",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=633&tbl=gln_edit&no=2005,634,J. Sleidanus,"De statu religionis et reipublicæ commentarii XXV libris comprehensi, quibus adjecimus XXVI.","[Ge], T. Courteau.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=634&tbl=gln_edit&no=2001,635,J. Sleidanus,"De statu religionis et reipublicæ, Carolo Quinto Cæsare, commentarii","[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=635&tbl=gln_edit&no=2002,636,J. Sleidanus,"De statu religionis et reipublicæ, Carolo Quinto Cæsare, commentarii","[Ge], J. Derbilly.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=636&tbl=gln_edit&no=2043,637,J. Sleidanus,"De statu religionis et reipublicæ, Carolo Quinto Cæsare, commentarii","[Ge], P. J. Poullain  & Antoine Reboul",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=637&tbl=gln_edit&no=2102,638,J. Sleidanus,"De statu religionis et reipublicæ, Carolo quinto Cæsare, commentarii","[Ge], T. Courteau.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=638&tbl=gln_edit&no=1950,639,J. Sleidanus,"De statu religionis et reipublicæ, Carolo Quinto Cæsare, commentarii. Addita est apologia.","[Ge], T. Courteau.",[1557],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=639&tbl=gln_edit&no=2126,640,J. Sleidanus,"De statu religionis et reipublicæ, Carolo Quinto Cæsare, libri XXVI. Additus est liber XXVI","[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=640&tbl=gln_edit&no=1644,641,J. Sleidanus,Deux oraisons historiales,"[Ge], J. Crespin.",[± 1558],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=641&tbl=gln_edit&no=1658,642,[J. Sleidanus],"Dos informaciones muy utiles, trad. de [Juan Pérez]","[Ge], [J. Crespin].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=642&tbl=gln_edit&no=1597,643,J. Sleidanus,Epitome commentariorum de statu religionis,"Ge, J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=643&tbl=gln_edit&no=4406,644,J. Sleidanus,Epitome commentariorum de statu religionis,"[Ge], J. Crespin & Nicolas Barbier",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=644&tbl=gln_edit&no=1598,645,J. Sleidanus,"Histoire de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost].","[Ge], J. Crespin & Nicolas Barbier",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=645&tbl=gln_edit&no=1599,646,J. Sleidanus,"Histoire de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost].","[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=646&tbl=gln_edit&no=1613,647,J. Sleidanus,"Histoire de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost].","[Ge], J. Crespin [& Nicolas Barbier]",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=647&tbl=gln_edit&no=1614,648,J. Sleidanus,"Histoire de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost].","[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=648&tbl=gln_edit&no=1615,649,J. Sleidanus,"Histoire de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost].","[Ge], J. Crespin & Nicolas Barbier",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=649&tbl=gln_edit&no=1616,650,J. Sleidanus,"Histoire de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost].","[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=650&tbl=gln_edit&no=1646,651,J. Sleidanus,Histoire des quatre empires,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=651&tbl=gln_edit&no=1647,652,J. Sleidanus,Histoire des quatre empires,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=652&tbl=gln_edit&no=1645,653,J. Sleidanus,"Histoire entière de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost]","[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=653&tbl=gln_edit&no=1659,654,J. Sleidanus,"Histoire entière de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost]","[Ge], J. Crespin.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=654&tbl=gln_edit&no=1660,655,J. Sleidanus,"Histoire entière de l'estat de la religion et republique sous Charles V, [trad. par Robert Le Prevost]","[Ge], J. Bonnefoy [, Jean Crespin & un sous-traitant de la Salamandre]",1560 (-1559),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=655&tbl=gln_edit&no=2046,656,J. Sleidanus,Traité d'un nouveau chef qui au temps des empereurs s'esleva à Rome,"[Ge], J. Bourgeois, Antoine Davodeau & Jacques Bourgeois",[± 1557],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=656&tbl=gln_edit&no=1617,657,J. Sleidanus,Trois livres des quatres empires,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=657&tbl=gln_edit&no=4404,658,J. Sleidanus,Trois livres des quatres empires,"[Ge], J. Crespin & Nicolas Barbier",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=658&tbl=gln_edit&no=1649,659,J. Sleidanus,Vingt-sixieme livre de l'histoire de J. Sleidan,"[Ge], [J. Crespin & Nicolas Barbier] ",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=659&tbl=gln_edit&no=4161,660,J. Sleidanus,Vingtsixieme livre de l'histoire,"Ge, P. J. Poullain & Antoine Reboul",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=660&tbl=gln_edit&no=5923,661,J. Sleidanus,Vingtsixieme livre de l'histoire,"[Ge], P. J. Poullain & Antoine Reboul",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=661&tbl=gln_edit&no=4407,662,J. Sleidanus,Vingtsixieme livre de l'histoire,"[Ge], J. Bonnefoy.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=662&tbl=gln_edit&no=2006,663,J. Sleidanus,XXIX. livres d'histoire depuis le deluge jusques au temps present,"[Ge], N. Barbier.",1563 (-1559),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=663&tbl=gln_edit&no=6868,664,Sommaires,Sommaires et briefs recueils du contenu de la Bible,"Ge, P. Hamelin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=664&tbl=gln_edit&no=6674,665,Sommaires,Sommaires et briefs recueils du contenu ès Pseaulmes de David,"[Ge], [R. Estienne].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=665&tbl=gln_edit&no=2127,666,R. Strein,Gentium et familiarum romanarum stemmata,"[Ge], H. II Estienne, typographe d’Ulrich Fugger",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=666&tbl=gln_edit&no=1823,667,B. Textor,Testament et la mort de la femme de Pierre Viret,"[Ge], J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=667&tbl=gln_edit&no=1519,668,Traité,Traité de purgatoire,"[Ge], [J. Girard].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=668&tbl=gln_edit&no=1619,669,[J. de Valdès],"Comentario o declaracion familiar sobre la primera Epistola a los Corinthios, éd. Juan Pérez","« Ve », [J. Crespin].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=669&tbl=gln_edit&no=1600,670,J. de Valdès,Comentario sobra la Epistola a los Romanos,"« Ve », [J. Crespin].",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=670&tbl=gln_edit&no=4158,671,[P. P. Vergerio],Bulle de l'indiction du Concile avec son comment et exposition,"[Ge], J. Marcorelles.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=671&tbl=gln_edit&no=4159,672,[P. P. Vergerio],"Conseil des trois evesques, sur la determination du Concile general de Trente","[Ge], J. Marcorelles.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=672&tbl=gln_edit&no=1824,673,P. P. Vergerio,"Des faitz et gestes du pape Jules III, Et ce qui se peut Esperer de ce Concile, lequel il pretent recommencer à Trente, trad. d'italien par Joachim de Coignac","[Ge], [J. Girard].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=673&tbl=gln_edit&no=1825,674,[P. P. Vergerio],"Des faitz et gestes du pape Jules III, trad. d'italien par [Joachim de Coignac]","[Ge], [J. Girard].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=674&tbl=gln_edit&no=1566,675,P. P. Vergerio,Epistola nella quale sono descritte molte cose di Geneva,"Ge, [J. Crespin & Conrad Badius] ",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=675&tbl=gln_edit&no=2128,676,Verité,"Verité cachée, composée en rime françoise à six personnages, avec les autoritez de la saincte Escriture","[Ge], A. Cercia.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=676&tbl=gln_edit&no=2039,677,P. M. Vermigli,Discorso fatto ne l'honoratissima scuola ossoniese in Inghilterra intorno al sacramento de l'eucharistia,"Ge, J. Bourgeois, Antoine Davodeau & Jacques Bourgeois",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=677&tbl=gln_edit&no=2040,678,P. M. Vermigli,Traicté du sacrement de l'eucharistie,"[Ge], N. Barbier & Thomas Courteau",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=678&tbl=gln_edit&no=2154,679,Vie,"Vie et doctrine de David George, Holandois et chef des heretiques.","[Ge], [N. Barbier & Thomas Courteau] ",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=679&tbl=gln_edit&no=1845,680,P. Viret,Admonition et consolation aus fideles qui deliberent de sortir d'entre les Papistes,"[Ge], [J. Rivery].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=680&tbl=gln_edit&no=6301,681,P. Viret,"Brief sommaire de la doctrine chrestienne, fait en forme de dialogue.","[Ge], J. Rivery.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=681&tbl=gln_edit&no=1970,682,P. Viret,De communicatione fidelium cum papistarum ceremoniis,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=682&tbl=gln_edit&no=1851,683,P. Viret,"De la communication des fideles qui cognoissent la verité de l'Evangile, aux ceremonies des papistes","[Ge ?], [J. Rivery ?].",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=683&tbl=gln_edit&no=1834,684,P. Viret,"De la communication que ceus qui cognoissent la verité de l'Evangile, ont aus ceremonies des papistes","[Ge], [J. Rivery].",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=684&tbl=gln_edit&no=1826,685,P. Viret,"De la nature et diversité des vœuz, et des loix qui en ont esté baillées de Dieu","[Ge], [J. Girard].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=685&tbl=gln_edit&no=1827,686,P. Viret,De la source et de la difference et convenance de la vieille et nouvelle idolatrie,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=686&tbl=gln_edit&no=2129,687,P. Viret,De la source et de la difference et convenance de la vieille et nouvelle idolatrie,"[Ge], A. Reboul.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=687&tbl=gln_edit&no=1831,688,P. Viret,"De la vraye et fausse religion, touchant les vœus et les sermens licites et illicites","[Ge], J. Rivery.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=688&tbl=gln_edit&no=1974,689,P. Viret,De origine veteris et novæ idololatriæ libri quinque,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=689&tbl=gln_edit&no=1856,690,P. Viret,"De origine, continuatione, usu, autoritate ministerii verbi Dei.","[Ge], R. Estienne.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=690&tbl=gln_edit&no=1881,691,P. Viret,"De vero verbi Dei, sacramentorum, et ecclesiæ ministerio, lib. II.","[Ge], R. Estienne.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=691&tbl=gln_edit&no=1853,692,P. Viret,De' fatti de veri successori di Giesu Christo et de suoi Apostoli et de gli apostati della Chiesa papale,"[Ge], G. Paschale.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=692&tbl=gln_edit&no=1857,693,P. Viret,"Des actes des apostres de Jesus Christ et des apostats de l'Eglise, et des successeurs tant des uns que des autres.","[Ge], É. Anastaise.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=693&tbl=gln_edit&no=1858,694,P. Viret,Des actes des vrais successeurs de Jesus Christ et de ses apostres.,"Ge, J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=694&tbl=gln_edit&no=234,695,P. Viret,"Disputations chrestiennes touchant l'estat des trespassez, avec une epistre de J. Calvin","Ge, J. Girard.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=695&tbl=gln_edit&no=235,696,[P. Viret],"Disputations chrestiennes touchant l'estat des trespassez, faites par dialogues. [Avec une epistre de J. Calvin]","[Ge], [J. Girard].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=696&tbl=gln_edit&no=1828,697,P. Viret,Du devoir et du besoing qu'ont les hommes à s'enquerir de la volonté de Dieu et de l'attente du vray Concile..,"[Ge], [J. Girard].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=697&tbl=gln_edit&no=1830,698,P. Viret,"Du vray ministere de la vraye Eglise de Jesus Christ, et des vrais sacremens d'icelle","[Ge], J. Rivery.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=698&tbl=gln_edit&no=2003,699,P. Viret,Du vray usage de la salutation faite par l'ange à la Vierge Marie. Reveu et augmenté.,"[Ge], J. Girard.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=699&tbl=gln_edit&no=1888,700,P. Viret,Epistre consolatoire pour consoler les fideles qui souffrent persecution pour le Nom de Jesus. Reveue et augmentée,"[Ge], [J. Rivery].",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=700&tbl=gln_edit&no=6816,701,P. Viret,Epistre consolatoire pour consoler les fideles qui souffrent persecution pour le Nom de Jesus. Reveue et augmentée,"[Ge], J. Rivery.",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=701&tbl=gln_edit&no=1887,702,P. Viret,Epistres aus fideles pour les instruire et les admonester touchant leur office.,"[Ge], J. Rivery.",1559,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=702&tbl=gln_edit&no=1842,703,P. Viret,"Exposition de l'oraison de N. S. Jesus Christ, de nouveau reveuë et augmentée","[Ge], É. Anastaise.",1558,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=703&tbl=gln_edit&no=1829,704,P. Viret,Exposition familiere de l'oraison de N. S. Jesus Christ.,"Ge, J. Girard.",1551,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=704&tbl=gln_edit&no=4425,705,P. Viret,"Exposition familiere faict par dialogues sur Le Symbole des Apostres, contenant les articles de la Foy, et de la Religion Chrestienne, Reveue et augmentée","Ge, J. Girard.",1550,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=705&tbl=gln_edit&no=2045,706,P. Viret,Exposition familiere faicte par dialogues sur le symbole des apostres.,"[Ge], [J. Durant].",1557,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=706&tbl=gln_edit&no=1901,707,P. Viret,"Exposition familiere sur le symbole des apostres, édit. revue et augmentée","Ge, J. Girard.",1552,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=707&tbl=gln_edit&no=1975,708,P. Viret,"Exposition familiere sur le symbole des apostres, reveue et augmentée","[Ge], [J. Crespin].",1552,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=708&tbl=gln_edit&no=1862,709,P. Viret,Exposition familiere sur le symbole des apostres. Reveue et augmentée dernierement,"Ge, J. Brès.",1560,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=709&tbl=gln_edit&no=2155,710,P. Viret,Exposition familiere sur le symbole des apostres. Reveue et augmentée dernierement,"Ge, J. Berthet.",1560,,,
https://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=710&tbl=gln_edit&no=1932,711,P. Viret,Exposition familiere sur les dix commandemens de la Loy faite en forme de dialogues,"Ge, J. Girard.",1554,,,
